cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2023-36802,Microsoft,Streaming Service Proxy,Microsoft Streaming Service Proxy Privilege Escalation Vulnerability,Microsoft Streaming Service Proxy contains an unspecified vulnerability that allows for privilege escalation.,2023-09-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-03,TRUE,0.75434,0.98896,2026-04-20,0.75434,0.98902,2026-04-23,NA,NA,NA,0
CVE-2018-8440,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).,2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.75427,0.98895,2026-04-20,0.75427,0.98902,2026-04-23,7.8,HIGH,7.2,0
CVE-2021-3493,Linux,Kernel,Linux Kernel Privilege Escalation Vulnerability,"The overlayfs stacking file system in Linux kernel does not properly validate the application of file capabilities against user namespaces, which could lead to privilege escalation.",2022-10-20,Apply updates per vendor instructions.,2022-11-10,TRUE,0.76394,0.98937,2026-04-20,0.75242,0.98893,2026-04-23,NA,NA,NA,-0.0115
CVE-2024-0769,D-Link,DIR-859 Router, D-Link DIR-859 Router Path Traversal Vulnerability,D-Link DIR-859 routers contain a path traversal vulnerability in the file /hedwig.cgi of the component HTTP POST Request Handler. Manipulation of the argument service with the input ../../../../htdocs/webinc/getcfg/DHCPS6.BRIDGE-1.xml allows for the leakage of session data potentially enabling privilege escalation and unauthorized control of the device. This vulnerability affects legacy D-Link products. All associated hardware revisions have reached their end-of-life (EOL) or end-of-service (EOS) life cycle and should be retired and replaced per vendor instructions.,2025-06-25,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-16,TRUE,0.75239,0.98886,2026-04-20,0.75239,0.98892,2026-04-23,NA,NA,NA,0
CVE-2021-25298,Nagios,Nagios XI,Nagios XI OS Command Injection,Nagios XI contains a vulnerability which can lead to OS command injection on the Nagios XI server.,2022-01-18,Apply updates per vendor instructions.,2022-02-01,TRUE,0.75157,0.98882,2026-04-20,0.75157,0.98889,2026-04-23,NA,NA,NA,0
CVE-2025-0994,Trimble,Cityworks,Trimble Cityworks Deserialization Vulnerability,Trimble Cityworks contains a deserialization vulnerability. This could allow an authenticated user to perform a remote code execution attack against a customer's Microsoft Internet Information Services (IIS) web server.,2025-02-07,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-28,TRUE,0.74727,0.98866,2026-04-20,0.75082,0.98886,2026-04-23,NA,NA,NA,0.0036
CVE-2009-0238,Microsoft,Office,Microsoft Office Remote Code Execution,Microsoft Office Excel contains a remote code execution vulnerability that could allow an attacker to take complete control of an affected system if a user opens a specially crafted Excel file that includes a malformed object.,2026-04-14,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-04-28,TRUE,0.81142,0.99164,2026-04-20,0.74913,0.98879,2026-04-23,8.8,HIGH,9.3,-0.0623
CVE-2021-22017,VMware,vCenter Server,VMware vCenter Server Improper Access Control,Rhttproxy as used in vCenter Server contains a vulnerability due to improper implementation of URI normalization.,2022-01-10,Apply updates per vendor instructions.,2022-01-24,TRUE,0.74835,0.98869,2026-04-20,0.74835,0.98876,2026-04-23,NA,NA,NA,0
CVE-2013-3900,Microsoft,WinVerifyTrust function,Microsoft WinVerifyTrust function Remote Code Execution,A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for PE files.,2022-01-10,Apply updates per vendor instructions.,2022-07-10,TRUE,0.78065,0.99017,2026-04-20,0.74789,0.98874,2026-04-23,NA,NA,NA,-0.0328
CVE-2010-2572,Microsoft,PowerPoint,Microsoft PowerPoint Buffer Overflow Vulnerability,Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.,2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.74724,0.98866,2026-04-20,0.74724,0.98873,2026-04-23,NA,NA,NA,0
CVE-2021-26858,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution. This vulnerability is part of the ProxyLogon exploit chain.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.4984,0.97819,2026-04-20,0.74482,0.98861,2026-04-23,NA,NA,NA,0.2464
CVE-2020-9715,Adobe,Acrobat,Adobe Acrobat Use-After-Free Vulnerability,Adobe Acrobat contains a use-after-free vulnerability that allows for code execution,2026-04-13,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-04-27,TRUE,0.75863,0.98915,2026-04-20,0.74469,0.9886,2026-04-23,NA,NA,NA,-0.0139
CVE-2017-5070,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.71096,0.98711,2026-04-20,0.74378,0.98857,2026-04-23,NA,NA,NA,0.0328
CVE-2025-59287,Microsoft,Windows,Microsoft Windows Server Update Service (WSUS) Deserialization of Untrusted Data Vulnerability,Microsoft Windows Server Update Service (WSUS) contains a deserialization of untrusted data vulnerability that allows for remote code execution.,2025-10-24,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-11-14,TRUE,0.75746,0.98909,2026-04-20,0.74296,0.98855,2026-04-23,NA,NA,NA,-0.0145
CVE-2006-2492,Microsoft,Word,Microsoft Word Malformed Object Pointer Vulnerability,Microsoft Word and Microsoft Works Suites contain a malformed object pointer which allows attackers to execute code.,2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.74084,0.98841,2026-04-20,0.74084,0.98847,2026-04-23,NA,NA,NA,0
CVE-2025-14847,MongoDB,MongoDB and MongoDB Server,MongoDB and MongoDB Server Improper Handling of Length Parameter Inconsistency Vulnerability,MongoDB Server contains an improper handling of length parameter inconsistency vulnerability in Zlib compressed protocol headers. This vulnerability may allow a read of uninitialized heap memory by an unauthenticated client.,2025-12-29,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-01-19,TRUE,0.76661,0.98951,2026-04-20,0.74047,0.98845,2026-04-23,7.5,HIGH,NA,-0.0261
CVE-2019-0808,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains a privilege escalation vulnerability due to the component failing to properly handle objects in memory. Successful exploitation allows an attacker to run code in kernel mode.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.7395,0.98833,2026-04-20,0.7395,0.98838,2026-04-23,NA,NA,NA,0
CVE-2010-0232,Microsoft,Windows,Microsoft Windows Kernel Exception Handler Vulnerability,"The kernel in Microsoft Windows, when access to 16-bit applications is enabled on a 32-bit x86 platform, does not properly validate certain BIOS calls, which allows local users to gain privileges.",2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.72621,0.98774,2026-04-20,0.73925,0.98837,2026-04-23,7.8,HIGH,7.2,0.013
CVE-2016-7193,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability which can allow for remote code execution.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.71199,0.98715,2026-04-20,0.73804,0.98831,2026-04-23,NA,NA,NA,0.0261
CVE-2019-5825,Google,Chromium V8,Google Chromium V8 Out-of-Bounds Write Vulnerability,"Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.73662,0.98818,2026-04-20,0.73662,0.98822,2026-04-23,NA,NA,NA,0
CVE-2023-24880,Microsoft,Windows,Microsoft Windows SmartScreen Security Feature Bypass Vulnerability,Microsoft Windows SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.,2023-03-14,Apply updates per vendor instructions.,2023-04-04,TRUE,0.73308,0.988,2026-04-20,0.73308,0.98804,2026-04-23,NA,NA,NA,0
CVE-2024-38193,Microsoft,Windows,Microsoft Windows Ancillary Function Driver for WinSock Privilege Escalation Vulnerability,"Microsoft Windows Ancillary Function Driver for WinSock contains an unspecified vulnerability that allows for privilege escalation, enabling a local attacker to gain SYSTEM privileges.",2024-08-13,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-03,TRUE,0.73233,0.98796,2026-04-20,0.73233,0.988,2026-04-23,7.8,HIGH,NA,0
CVE-2021-22991,F5,BIG-IP Traffic Management Microkernel,F5 BIG-IP Traffic Management Microkernel Buffer Overflow,"The Traffic Management Microkernel of BIG-IP ASM Risk Engine has a buffer overflow vulnerability, leading to a bypassing of URL-based access controls.",2022-01-18,Apply updates per vendor instructions.,2022-02-01,TRUE,0.73095,0.98791,2026-04-20,0.73095,0.98796,2026-04-23,NA,NA,NA,0
CVE-2024-6047,GeoVision,Multiple Devices,GeoVision Devices OS Command Injection Vulnerability,"Multiple GeoVision devices contain an OS command injection vulnerability that allows a remote, unauthenticated attacker to inject and execute arbitrary system commands. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.",2025-05-07,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-28,TRUE,0.72966,0.98785,2026-04-20,0.72966,0.9879,2026-04-23,NA,NA,NA,0
CVE-2015-1642,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability that allows remote attackers to execute arbitrary code via a crafted document.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.72879,0.98781,2026-04-20,0.72879,0.98787,2026-04-23,NA,NA,NA,0
CVE-2022-22960,VMware,Multiple Products,VMware Multiple Products Privilege Escalation Vulnerability,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a privilege escalation vulnerability due to improper permissions in support scripts.",2022-04-15,Apply updates per vendor instructions.,2022-05-06,TRUE,0.72659,0.98775,2026-04-20,0.72659,0.9878,2026-04-23,NA,NA,NA,0
CVE-2021-44026,Roundcube,Roundcube Webmail,Roundcube Webmail SQL Injection Vulnerability,Roundcube Webmail is vulnerable to SQL injection via search or search_params.,2023-06-22,Apply updates per vendor instructions.,2023-07-13,TRUE,0.72527,0.98771,2026-04-20,0.72527,0.98777,2026-04-23,NA,NA,NA,0
CVE-2017-0101,Microsoft,Windows,Microsoft Windows Transaction Manager Privilege Escalation Vulnerability,A privilege escalation vulnerability exists when the Windows Transaction Manager improperly handles objects in memory.,2022-03-15,Apply updates per vendor instructions.,2022-04-05,TRUE,0.67166,0.98565,2026-04-20,0.72264,0.98764,2026-04-23,7.8,HIGH,6.8,0.051
CVE-2019-6693,Fortinet,FortiOS,Fortinet FortiOS Use of Hard-Coded Credentials Vulnerability,Fortinet FortiOS contains a use of hard-coded credentials vulnerability that could allow an attacker to cipher sensitive data in FortiOS configuration backup file via knowledge of the hard-coded key. ,2025-06-25,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-16,TRUE,0.72223,0.98757,2026-04-20,0.72223,0.98762,2026-04-23,NA,NA,NA,0
CVE-2012-5054,Adobe,Flash Player,Adobe Flash Player Integer Overflow Vulnerability,Adobe Flash Player contains an integer overflow vulnerability that allows remote attackers to execute code via malformed arguments.,2022-06-08,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,TRUE,0.76609,0.98948,2026-04-20,0.72138,0.98757,2026-04-23,8.8,HIGH,9.3,-0.0447
CVE-2025-25181,Advantive,VeraCore, Advantive VeraCore SQL Injection Vulnerability,Advantive VeraCore contains a SQL injection vulnerability in timeoutWarning.asp that allows a remote attacker to execute arbitrary SQL commands via the PmSess1 parameter.,2025-03-10,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-31,TRUE,0.72054,0.9875,2026-04-20,0.72054,0.98755,2026-04-23,NA,NA,NA,0
CVE-2024-37085,VMware,ESXi,VMware ESXi Authentication Bypass Vulnerability,VMware ESXi contains an authentication bypass vulnerability. A malicious actor with sufficient Active Directory (AD) permissions can gain full access to an ESXi host that was previously configured to use AD for user management by re-creating the configured AD group ('ESXi Admins' by default) after it was deleted from AD.,2024-07-30,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-20,TRUE,0.71917,0.98745,2026-04-20,0.71917,0.9875,2026-04-23,6.8,MEDIUM,NA,0
CVE-2020-13965,Roundcube,Webmail,Roundcube Webmail Cross-Site Scripting (XSS) Vulnerability,Roundcube Webmail contains a cross-site scripting (XSS) vulnerability that allows a remote attacker to manipulate data via a malicious XML attachment.,2024-06-26,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-07-17,TRUE,0.71819,0.98741,2026-04-20,0.71819,0.98746,2026-04-23,NA,NA,NA,0
